id,name,mpName,house,totalMPs,totalAllocated,totalExpenditure,utilizationPercentage,totalWorksCompleted,totalWorksRecommended,state
INDORE,INDORE,Shankar Lalwani,Lok Sabha,1,147000000.0,76896131.0,52.31029319727891,145,137,Madhya Pradesh
KHARGONE,KHARGONE,Gajendra Singh Patel,Lok Sabha,1,147000000.0,68043845.0,46.28832993197279,104,232,Madhya Pradesh
DAMOH,DAMOH,RAHUL SINGH LODHI,Lok Sabha,1,163058785.37,72714957.0,44.59432028455321,173,126,Madhya Pradesh
BHOPAL,BHOPAL,ALOK SHARMA,Lok Sabha,1,147000000.0,62492243.0,42.511729931972795,22,67,Madhya Pradesh
Sitting Rajya Sabha,Sitting Rajya Sabha,Dr. Kavita Patidar (2022-28),Rajya Sabha,11,1495746435.5700002,617401011.12,41.27711732668916,376,988,Madhya Pradesh
SHAHDOL,SHAHDOL,Smt Himadri Singh,Lok Sabha,1,150724861.11,57863796.0,38.39034620690121,45,124,Madhya Pradesh
GUNA,GUNA,JYOTIRADITYA M. SCINDIA,Lok Sabha,1,147000000.0,55870850.0,38.007380952380956,45,18,Madhya Pradesh
RATLAM,RATLAM,ANITA NAGARSINGH CHOUHAN,Lok Sabha,1,147000000.0,55091448.0,37.47717551020408,74,129,Madhya Pradesh
CHHINDWARA,CHHINDWARA,BUNTY VIVEK SAHU,Lok Sabha,1,147000000.0,54579699.0,37.12904693877551,100,373,Madhya Pradesh
MANDLA,MANDLA,Faggan Singh Kulaste,Lok Sabha,1,151861648.41,54608168.0,35.95915662166887,31,268,Madhya Pradesh
TIKAMGARH,TIKAMGARH,Virendra Kumar,Lok Sabha,1,147000000.0,49501421.0,33.67443605442177,12,347,Madhya Pradesh
SATNA,SATNA,Ganesh Singh,Lok Sabha,1,147000000.0,44570402.0,30.320001360544218,77,241,Madhya Pradesh
DEWAS,DEWAS,Mahendra Singh Solanky,Lok Sabha,1,147000000.0,41462417.0,28.205725850340137,10,131,Madhya Pradesh
VIDISHA,VIDISHA,SHIVRAJ SINGH CHOUHAN,Lok Sabha,1,147000000.0,38851625.0,26.4296768707483,10,97,Madhya Pradesh
HOSHANGABAD,HOSHANGABAD,DARSHAN SINGH CHOUDHARY,Lok Sabha,1,147000000.0,30022552.0,20.423504761904763,49,348,Madhya Pradesh
BHIND,BHIND,Smt Sandhya Ray,Lok Sabha,1,147000000.0,25218035.0,17.155125850340134,61,68,Madhya Pradesh
JABALPUR,JABALPUR,ASHISH DUBEY,Lok Sabha,1,147000000.0,23263814.0,15.82572380952381,15,328,Madhya Pradesh
MANDSOUR,MANDSOUR,Shri Sudheer Gupta ,Lok Sabha,1,148988014.83,21420844.0,14.377561862571199,60,163,Madhya Pradesh
MORENA,MORENA,SHIVMANGAL SINGH TOMAR,Lok Sabha,1,147000000.0,20290158.0,13.802828571428572,28,38,Madhya Pradesh
GWALIOR,GWALIOR,BHARAT SINGH KUSHWAH,Lok Sabha,1,151455276.04,13426652.0,8.865093611168726,4,112,Madhya Pradesh
KHAJURAHO,KHAJURAHO,Vishnu Dutt Sharma,Lok Sabha,1,147000000.0,11209947.0,7.625814285714286,3,132,Madhya Pradesh
JANJGIR CHAMPA,JANJGIR CHAMPA,KAMLESH JANGDE,Lok Sabha,1,150384382.11,99411941.0,66.10522954922556,254,90,Chhattisgarh
RAIGARH,RAIGARH,RADHE SHYAM RATHIYA,Lok Sabha,1,159706972.09,80152296.0,50.18709887933485,72,66,Chhattisgarh
MAHASAMUND,MAHASAMUND,ROOP KUMARI CHOUDHARY,Lok Sabha,1,153035414.0,75772172.0,49.512834983411096,72,107,Chhattisgarh
KORBA,KORBA,Jyotsna Charandas Mahant ,Lok Sabha,1,155153738.11,74709092.0,48.15165455248856,136,174,Chhattisgarh
RAIPUR,RAIPUR,BRIJMOHAN AGRAWAL,Lok Sabha,1,153766451.11,68756217.0,44.714706298849165,38,115,Chhattisgarh
BASTAR,BASTAR,MAHESH KASHYAP,Lok Sabha,1,147000000.0,63670367.5,43.31317517006802,38,168,Chhattisgarh
RAJNANDGAON,RAJNANDGAON,Santosh Pandey,Lok Sabha,1,147000000.0,61535649.0,41.86098571428572,71,107,Chhattisgarh
SARGUJA,SARGUJA,CHINTAMANI MAHARAJ,Lok Sabha,1,147000000.0,61420121.0,41.78239523809524,69,260,Chhattisgarh
DURG,DURG,Vijay Baghel,Lok Sabha,1,147000000.0,57650594.0,39.218091156462584,70,144,Chhattisgarh
BILASPUR,BILASPUR,TOKHAN SAHU,Lok Sabha,1,147000000.0,55824852.0,37.97608979591837,41,90,Chhattisgarh
Sitting Rajya Sabha,Sitting Rajya Sabha,Smt. Phulo Devi Netam (2026-32),Rajya Sabha,5,786792289.86,247213017.0,31.420365982995147,167,244,Chhattisgarh
KANKER,KANKER,BHOJRAJ NAG,Lok Sabha,1,164672734.11,35985836.0,21.85294134726746,29,44,Chhattisgarh
NOWGONG,NOWGONG,Pradyut Bordoloi,Lok Sabha,1,98000000.0,67647652.0,69.02821632653061,13,202,Assam
GUWAHATI,GUWAHATI,BIJULI KALITA MEDHI,Lok Sabha,1,147000000.0,71322647.0,48.518807482993196,5,145,Assam
Diphu,Diphu,AMARSING TISSO,Lok Sabha,1,147000000.0,70287578.0,47.81467891156462,41,53,Assam
Sonitpur,Sonitpur,RANJIT DUTTA,Lok Sabha,1,147000000.0,68221590.0,46.409244897959184,22,127,Assam
KARIMGANJ,KARIMGANJ,Kripanath Mallah,Lok Sabha,1,147000000.0,66488500.0,45.230272108843536,0,74,Assam
KOKRAJHAR,KOKRAJHAR,JOYANTA BASUMATARY,Lok Sabha,1,147000000.0,62630971.0,42.60610272108843,20,102,Assam
LAKHIMPUR,LAKHIMPUR,Pradan Baruah,Lok Sabha,1,147000000.0,56538627.0,38.46165102040816,33,115,Assam
DHUBRI,DHUBRI,RAKIBUL HUSSAIN,Lok Sabha,1,147000000.0,47053373.0,32.00909727891156,25,152,Assam
Sitting Rajya Sabha,Sitting Rajya Sabha,Shri Birendra Prasad Baishya (2025-31),Rajya Sabha,7,784127914.22,236665697.44,30.18202682854618,22,471,Assam
BARPETA,BARPETA,PHANI BHUSAN CHOUDHURY,Lok Sabha,1,147000000.0,42116247.0,28.650508163265304,3,84,Assam
JORHAT,JORHAT,GAURAV GOGOI,Lok Sabha,1,147000000.0,40275131.0,27.398048299319726,35,429,Assam
Darrang-Udalguri,Darrang-Udalguri,Dilip Saikia,Lok Sabha,1,147000000.0,26110389.0,17.762169387755105,5,225,Assam
DIBRUGARH,DIBRUGARH,Shri Sarbananda Sonowal (18LS),Lok Sabha,1,147000000.0,23919705.0,16.271908163265305,3,84,Assam
Kaziranga,Kaziranga,KAMAKHYA PRASAD TASA,Lok Sabha,1,147000000.0,13130033.0,8.931995238095238,0,88,Assam
SILCHAR,SILCHAR,PARIMAL SUKLABAIDYA,Lok Sabha,1,148300157.11,5511762.0,3.716625867032434,0,153,Assam
BASIRHAT,BASIRHAT,SK NURUL ISLAM,Lok Sabha,1,49000000.0,30740105.0,62.7349081632653,7,26,West Bengal
BOLPUR,BOLPUR,Asit Kumar Mal ,Lok Sabha,1,275694456.74,167302248.0,60.68393611474685,134,68,West Bengal
SREERAMPUR,SREERAMPUR,Kalyan Banerjee,Lok Sabha,1,147000000.0,76719145.0,52.18989455782312,83,37,West Bengal
JOYNAGAR,JOYNAGAR,Pratima Mondal ,Lok Sabha,1,147000000.0,74379705.0,50.5984387755102,169,54,West Bengal
JHARGRAM,JHARGRAM,KALIPADA SAREN,Lok Sabha,1,147000000.0,71784126.0,48.8327387755102,40,23,West Bengal
DIAMOND HARBOUR,DIAMOND HARBOUR,Shri Abhishek Banerjee,Lok Sabha,1,147000000.0,71510891.0,48.64686462585034,200,120,West Bengal
HOWRAH,HOWRAH,Prasun Banerjee,Lok Sabha,1,147000000.0,70699743.0,48.09506326530612,136,78,West Bengal
ASANSOL,ASANSOL,Shatrughan Sinha,Lok Sabha,1,147000000.0,66966504.0,45.555444897959184,5,22,West Bengal
GHATAL,GHATAL,Shri Deepak (Dev) Adhikari ,Lok Sabha,1,200747364.0,87788715.0,43.73094283818342,165,40,West Bengal
BARASAT,BARASAT,Kakoli Ghosh Dastidar ,Lok Sabha,1,147000000.0,61929956.0,42.12922176870748,76,107,West Bengal
KOLKATA DAKSHIN,KOLKATA DAKSHIN,Mala Roy ,Lok Sabha,1,147000000.0,61582788.0,41.89305306122449,32,43,West Bengal
BANKURA,BANKURA,ARUP CHAKRABORTY,Lok Sabha,1,147000000.0,55795450.0,37.956088435374156,40,30,West Bengal
BISHNUPUR,BISHNUPUR,Saumitra khan ,Lok Sabha,1,147000000.0,55661990.0,37.86529931972789,48,34,West Bengal
ARAMBAG,ARAMBAG,BAG MITALI,Lok Sabha,1,147000000.0,53162451.0,36.16493265306123,87,97,West Bengal
KRISHNANAGAR,KRISHNANAGAR,Ms Mahua Moitra,Lok Sabha,1,159865046.0,57382120.0,35.89410032759757,21,34,West Bengal
Sitting Rajya Sabha,Sitting Rajya Sabha,Ms. Dola Sen (2023-29),Rajya Sabha,10,1372662892.0,468764485.0,34.1500078228967,64,220,West Bengal
JADAVPUR,JADAVPUR,SAYANI GHOSH,Lok Sabha,1,147000000.0,49785004.0,33.86734965986394,113,102,West Bengal
BIRBHUM,BIRBHUM,Smt Satabdi Roy (Banerjee),Lok Sabha,1,147000000.0,48307379.6,32.86216299319728,62,35,West Bengal
ULUBERIA,ULUBERIA,Smt Sajda Ahmed,Lok Sabha,1,147000000.0,47212277.0,32.117195238095235,91,88,West Bengal
KOLKATA UTTAR,KOLKATA UTTAR,Sudip Bandyopadhyay,Lok Sabha,1,147000000.0,46311063.0,31.50412448979592,9,29,West Bengal
DARJEELING,DARJEELING,Raju Bista,Lok Sabha,1,147000000.0,43617451.0,29.67173537414966,73,96,West Bengal
RANAGHAT,RANAGHAT,Jagannath Sarkar,Lok Sabha,1,147000000.0,41712525.0,28.375867346938776,70,152,West Bengal
TAMLUK,TAMLUK,ABHIJIT GANGOPADHYAY,Lok Sabha,1,147000000.0,40622867.78,27.63460393197279,74,191,West Bengal
MATHURAPUR,MATHURAPUR,BAPI HALDAR,Lok Sabha,1,147000000.0,39006328.0,26.534917006802722,87,78,West Bengal
KANTHI,KANTHI,ADHIKARI SOUMENDU,Lok Sabha,1,147000000.0,38304241.0,26.057306802721087,29,41,West Bengal
MEDINIPUR,MEDINIPUR,JUNE MALIAH,Lok Sabha,1,147000000.0,36949288.0,25.135570068027214,7,24,West Bengal
MURSHIDABAD,MURSHIDABAD,Abu Taher Khan,Lok Sabha,1,147000000.0,36162113.0,24.6000768707483,172,156,West Bengal
HOOGHLY,HOOGHLY,RACHNA BANERJEE,Lok Sabha,1,147000000.0,34234471.0,23.288755782312926,36,68,West Bengal
COOCHBEHAR,COOCHBEHAR,JAGADISH CHANDRA BARMA BASUNIA,Lok Sabha,1,168604641.11,36689865.0,21.760886745734965,1,96,West Bengal
BARRACKPUR,BARRACKPUR,PARTHA BHOWMICK,Lok Sabha,1,147000000.0,31114929.0,21.16661836734694,4,28,West Bengal
BARDHAMAN-DURGAPUR,BARDHAMAN-DURGAPUR,AZAD KIRTI JHA,Lok Sabha,1,179658399.98,33156887.0,18.45551725034349,6,106,West Bengal
BALURGHAT,BALURGHAT,Dr Sukanta Majumdar ,Lok Sabha,1,157085364.9,26156776.0,16.651313135791685,33,153,West Bengal
JANGIPUR,JANGIPUR,Khalilur Rahaman ,Lok Sabha,1,147000000.0,23028217.0,15.665453741496599,31,76,West Bengal
BARDHAMAN PURBA,BARDHAMAN PURBA,DR. SHARMILA SARKAR,Lok Sabha,1,147000000.0,21224009.0,14.438101360544216,17,94,West Bengal
RAIGANJ,RAIGANJ,KARTICK CHANDRA PAUL,Lok Sabha,1,202677986.56,28148611.0,13.888341540074947,99,302,West Bengal
DUM DUM,DUM DUM,Prof Sougata Ray,Lok Sabha,1,147000000.0,14046615.0,9.555520408163265,12,40,West Bengal
JALPAIGURI,JALPAIGURI,Dr Jayanta Kumar Roy,Lok Sabha,1,147000000.0,12082736.0,8.219548299319728,2,16,West Bengal
PURULIA,PURULIA,Shri Jyotirmay Singh Mahato ,Lok Sabha,1,147000000.0,11711831.0,7.967231972789116,15,92,West Bengal
ALIPURDUARS,ALIPURDUARS,MANOJ TIGGA,Lok Sabha,1,147000000.0,11379773.0,7.741342176870749,0,90,West Bengal
MALDAHA DAKSHIN,MALDAHA DAKSHIN,ISHA KHAN CHOUDHURY,Lok Sabha,1,147000000.0,8567025.0,5.827908163265306,25,99,West Bengal
BAHARAMPUR,BAHARAMPUR,PATHAN YUSUF,Lok Sabha,1,147000000.0,7860897.0,5.347548979591837,1,144,West Bengal
MALDAHA UTTAR,MALDAHA UTTAR,Khagen Murmu,Lok Sabha,1,147000000.0,6003169.0,4.08378843537415,7,31,West Bengal
BANGAON,BANGAON,Shri Shantanu Thakur ,Lok Sabha,1,147000000.0,5993836.0,4.077439455782312,8,50,West Bengal
Nominated Rajya Sabha,Nominated Rajya Sabha,Shri Harsh Vardhan Shringla (2025-31),Rajya Sabha,1,73500000.0,0.0,0.0,0,6,West Bengal
TRIPURA WEST,TRIPURA WEST,BIPLAB KUMAR DEB,Lok Sabha,1,147000000.0,51962677.0,35.34875986394558,7,24,Tripura
Sitting Rajya Sabha,Sitting Rajya Sabha,Shri Rajib Bhattacharjee (2024-28),Rajya Sabha,1,122500000.0,34210580.0,27.92700408163265,18,40,Tripura
TRIPURA EAST,TRIPURA EAST,KRITI DEVI DEBBARMAN,Lok Sabha,1,147000000.0,32934783.0,22.404614285714285,13,29,Tripura
SHIMOGA,SHIMOGA,Shri B Y Raghavendra ,Lok Sabha,1,147000000.0,70061261.0,47.66072176870748,49,213,Karnataka
KOPPAL,KOPPAL,K. RAJASHEKAR BASAVARAJ HITNAL,Lok Sabha,1,147000000.0,66577182.0,45.2906,67,126,Karnataka
MYSORE,MYSORE,YADUVEER KRISHNADATTA CHAMARAJA WADIYAR,Lok Sabha,1,147000000.0,62346570.0,42.41263265306122,34,148,Karnataka
BANGALORE NORTH,BANGALORE NORTH,SHOBHA KARANDLAJE,Lok Sabha,1,147000000.0,61473509.0,41.81871360544218,21,88,Karnataka
HASSAN,HASSAN,SHREYAS. M. PATEL,Lok Sabha,1,147000000.0,58328008.0,39.67891700680272,29,181,Karnataka
BANGALORE RURAL,BANGALORE RURAL,DR C N MANJUNATH,Lok Sabha,1,147000000.0,58047695.0,39.48822789115646,64,170,Karnataka
HAVERI,HAVERI,BASAVARAJ BOMMAI,Lok Sabha,1,147000000.0,57936447.0,39.41254897959184,19,144,Karnataka
DAVANAGERE,DAVANAGERE,DR. PRABHA MALLIKARJUN,Lok Sabha,1,147000000.0,57444696.0,39.07802448979592,5,92,Karnataka
BAGALKOT,BAGALKOT,Parvatagouda Chandanagouda Gaddigoudar,Lok Sabha,1,167541747.11,63865076.0,38.118902960985125,92,136,Karnataka
Nominated Rajya Sabha,Nominated Rajya Sabha,Smt. Sudha Murty (2024-30),Rajya Sabha,2,343063957.11,127879514.0,37.275706570071634,301,183,Karnataka
DAKSHINA KANNADA,DAKSHINA KANNADA,CAPTAIN BRIJESH CHOWTA,Lok Sabha,1,147000000.0,50728812.0,34.509395918367346,75,131,Karnataka
CHAMARAJANAGAR,CHAMARAJANAGAR,SUNIL BOSE,Lok Sabha,1,147000000.0,50427615.0,34.3045,21,91,Karnataka
Sitting Rajya Sabha,Sitting Rajya Sabha,Shri Mallikarjun Kharge (2026-32),Rajya Sabha,12,1623392010.89,540011958.0,33.264421309055635,307,498,Karnataka
CHITRADURGA,CHITRADURGA,GOVIND MAKTHAPPA KARJOL,Lok Sabha,1,147000000.0,45195747.0,30.745406122448983,19,204,Karnataka
MANDYA,MANDYA,H.D. KUMARASWAMY,Lok Sabha,1,147000000.0,44450000.0,30.238095238095237,7,140,Karnataka
BANGALORE SOUTH,BANGALORE SOUTH,Shri LS Tejasvi Surya ,Lok Sabha,1,147000000.0,40913804.0,27.83251972789116,25,112,Karnataka
UDUPI CHIKMAGALUR,UDUPI CHIKMAGALUR,KOTA SRINIVAS POOJARY,Lok Sabha,1,147000000.0,40865192.0,27.799450340136055,51,269,Karnataka
KOLAR,KOLAR,M. MALLESH BABU,Lok Sabha,1,147065957.11,40766132.0,27.71962512677792,3,73,Karnataka
CHIKBALLAPUR,CHIKBALLAPUR,DR.K.SUDHAKAR,Lok Sabha,1,147000000.0,37553975.0,25.54692176870748,18,142,Karnataka
UTTARA KANNADA,UTTARA KANNADA,VISHWESHWAR HEGDE KAGERI,Lok Sabha,1,147000000.0,33350000.0,22.687074829931973,30,113,Karnataka
TUMKUR,TUMKUR,V. SOMANNA,Lok Sabha,1,147000000.0,32293790.0,21.96856462585034,4,57,Karnataka
RAICHUR,RAICHUR,G. KUMAR NAIK,Lok Sabha,1,147000000.0,23521564.0,16.00106394557823,9,119,Karnataka
DHARWAD,DHARWAD,Pralhad Venkatesh Joshi,Lok Sabha,1,147000000.0,20761060.0,14.12317006802721,28,174,Karnataka
CHIKKODI,CHIKKODI,PRIYANKA SATISH JARKIHOLI,Lok Sabha,1,147000000.0,17958285.0,12.216520408163266,16,143,Karnataka
BIDAR,BIDAR,SAGAR ESHWAR KHANDRE,Lok Sabha,1,147000000.0,15422826.0,10.49171836734694,5,173,Karnataka
BELLARY,BELLARY,E. TUKARAM,Lok Sabha,1,147000000.0,14871722.0,10.11681768707483,2,89,Karnataka
BIJAPUR,BIJAPUR,Ramesh Chandappa Jigajinagi,Lok Sabha,1,269500000.0,24205222.0,8.981529499072357,0,362,Karnataka
BELGAUM,BELGAUM,JAGADISH SHETTAR,Lok Sabha,1,147000000.0,9847651.0,6.69908231292517,1,171,Karnataka
BANGALORE CENTRAL,BANGALORE CENTRAL,P C Mohan,Lok Sabha,1,159995711.11,10439505.0,6.5248655276907055,2,17,Karnataka
GULBARGA,GULBARGA,RADHAKRISHNA,Lok Sabha,1,147000000.0,3254664.0,2.214057142857143,0,29,Karnataka
NAGAUR,NAGAUR,Shri Hanuman Beniwal,Lok Sabha,1,147000000.0,67502015.0,45.919738095238095,177,75,Rajasthan
BARMER,BARMER,UMMEDA RAM BENIWAL,Lok Sabha,1,147000000.0,65781402.0,44.74925306122449,96,88,Rajasthan
BHARATPUR,BHARATPUR,SANJNA JATAV,Lok Sabha,1,147000000.0,65761488.1,44.73570619047619,75,168,Rajasthan
BANSWARA,BANSWARA,RAJ KUMAR ROAT,Lok Sabha,1,147000000.0,63286521.0,43.05205510204082,23,82,Rajasthan
JALORE,JALORE,LUMBARAM,Lok Sabha,1,147000000.0,61110381.0,41.57168775510204,75,105,Rajasthan
ALWAR,ALWAR,BHUPENDER YADAV,Lok Sabha,1,147000000.0,59638968.0,40.57072653061225,31,43,Rajasthan
BHILWARA,BHILWARA,DAMODAR AGARWAL,Lok Sabha,1,147000000.0,59365927.0,40.3849843537415,102,150,Rajasthan
CHURU,CHURU,Rahul Kaswan,Lok Sabha,1,147000000.0,57725218.0,39.268855782312926,37,206,Rajasthan
JHUNJHUNU,JHUNJHUNU,BRIJENDRA SINGH OLA,Lok Sabha,1,147000000.0,57494662.0,39.1120149659864,92,75,Rajasthan
Sitting Rajya Sabha,Sitting Rajya Sabha,Dr. Satish Poonia (2026-32),Rajya Sabha,10,1372255828.44,503160894.01,36.66669753423459,332,650,Rajasthan
AJMER,AJMER,Bhagirath Chaudhary,Lok Sabha,1,147000000.0,47473080.0,32.294612244897955,58,99,Rajasthan
RAJSAMAND,RAJSAMAND,MAHIMA KUMARI MEWAR,Lok Sabha,1,183892143.0,48238044.0,26.23170474444903,26,109,Rajasthan
UDAIPUR,UDAIPUR,MANNA LAL RAWAT,Lok Sabha,1,147000000.0,35533993.0,24.1727843537415,24,176,Rajasthan
BIKANER,BIKANER,Shri Arjun Ram Meghwal,Lok Sabha,1,147000000.0,34700414.0,23.60572380952381,17,62,Rajasthan
SIKAR,SIKAR,AMRARAM,Lok Sabha,1,165691544.11,38165228.0,23.03390206482879,49,122,Rajasthan
KOTA,KOTA,Om Birla,Lok Sabha,1,163906956.6,28500390.0,17.388151541092064,15,46,Rajasthan
JAIPUR,JAIPUR,MANJU SHARMA,Lok Sabha,1,167082901.11,23994861.0,14.36105121505093,15,54,Rajasthan
DAUSA,DAUSA,MURARI LAL MEENA,Lok Sabha,1,147000000.0,19705174.0,13.404880272108844,16,96,Rajasthan
JAIPUR RURAL,JAIPUR RURAL,Rao Rajendra Singh,Lok Sabha,1,147000000.0,14160844.0,9.633227210884353,10,94,Rajasthan
PALI,PALI,Shri PP Chaudhary,Lok Sabha,1,147000000.0,13376714.0,9.099805442176871,8,34,Rajasthan
GANGANAGAR,GANGANAGAR,KULDEEP INDORA,Lok Sabha,1,147000000.0,11236750.0,7.644047619047618,2,90,Rajasthan
KARAULI-DHOLPUR,KARAULI-DHOLPUR,BHAJAN LAL JATAV,Lok Sabha,1,147000000.0,7253086.0,4.934072108843537,11,41,Rajasthan
JHALAWAR-BARAN,JHALAWAR-BARAN,Dushyant Singh,Lok Sabha,1,147000000.0,6025816.0,4.099194557823129,0,27,Rajasthan
CHITTORGARH,CHITTORGARH,Chandra Prakash Joshi,Lok Sabha,1,147000000.0,4862785.0,3.3080170068027206,10,186,Rajasthan
JODHPUR,JODHPUR,Gajendra Singh Shekhawat,Lok Sabha,1,147000000.0,491827.0,0.33457619047619047,0,33,Rajasthan
TONK-SAWAI MADHOPUR,TONK-SAWAI MADHOPUR,HARISH CHANDRA MEENA,Lok Sabha,1,147000000.0,0.0,0.0,0,0,Rajasthan
Sitting Rajya Sabha,Sitting Rajya Sabha,Shri S. Selvaganabathy (2021-27),Rajya Sabha,1,292881856.49,101658946.0,34.70988173126081,31,70,Puducherry
Puducherry,Puducherry,Vaithilingam Ve,Lok Sabha,1,209368972.11,33557935.0,16.028131896434516,13,62,Puducherry
PATAN,PATAN,Bharatsinhji Shankarji Dabhi,Lok Sabha,1,147000000.0,70906510.0,48.235721088435376,160,157,Gujarat
BHARUCH,BHARUCH,Mansukhbhai Dhanjibhai Vasava,Lok Sabha,1,147000000.0,69778294.0,47.46822721088436,204,194,Gujarat
VADODARA,VADODARA,DR. HEMANG JOSHI,Lok Sabha,1,147000000.0,68089263.0,46.31922653061225,71,134,Gujarat
NAVSARI,NAVSARI,C R Patil,Lok Sabha,1,158532494.36,70355025.0,44.378930189690855,268,141,Gujarat
AMRELI,AMRELI,BHARATBHAI MANUBHAI SUTARIYA,Lok Sabha,1,147000000.0,60836765.0,41.3855544217687,154,175,Gujarat
SURENDRANAGAR,SURENDRANAGAR,CHANDUBHAI CHHAGANBHAI SHIHORA,Lok Sabha,1,147000000.0,59047027.0,40.16804557823129,100,109,Gujarat
ANAND,ANAND,Mitesh Rameshbhai Bakabhai Patel,Lok Sabha,1,147000000.0,58303147.0,39.66200476190476,247,280,Gujarat
JUNAGADH,JUNAGADH,Rajeshbhai Naranbhai Chudasama,Lok Sabha,1,147000000.0,56040284.0,38.12264217687075,152,147,Gujarat
KHEDA,KHEDA,Devusinh Jesingbhai Chauhan,Lok Sabha,1,147000000.0,54783374.0,37.26760136054422,247,341,Gujarat
MAHESANA,MAHESANA,HARIBHAI PATEL,Lok Sabha,1,147000000.0,51281778.0,34.885563265306125,150,427,Gujarat
KACHCHH,KACHCHH,Vinod Chavda,Lok Sabha,1,147000000.0,51051603.0,34.72898163265306,98,256,Gujarat
SABARKANTHA,SABARKANTHA,SHOBHANABEN MAHENDRASINH BARAIYA,Lok Sabha,1,147000000.0,50880570.0,34.612632653061226,122,152,Gujarat
RAJKOT,RAJKOT,PARSHOTTAMBHAI RUPALA,Lok Sabha,1,147000000.0,40230082.0,27.367402721088435,90,229,Gujarat
CHHOTA UDAIPUR,CHHOTA UDAIPUR,JASHUBHAI BHILUBHAI RATHVA,Lok Sabha,1,147000000.0,38424412.0,26.139055782312926,96,248,Gujarat
VALSAD,VALSAD,DHAVAL LAXMANBHAI PATEL,Lok Sabha,1,147000000.0,36923530.0,25.11804761904762,60,176,Gujarat
PORBANDAR,PORBANDAR,DR. MANSUKH MANDAVIYA,Lok Sabha,1,147000000.0,34762587.0,23.64801836734694,72,238,Gujarat
AHMEDABAD EAST,AHMEDABAD EAST,Hasmukh Bhai Soma Bhai Patel,Lok Sabha,1,147000000.0,32021270.0,21.7831768707483,20,176,Gujarat
Sitting Rajya Sabha,Sitting Rajya Sabha,Dr. Parmar Jashvantsinh Salamsinh (2024-30),Rajya Sabha,9,1200500000.0,229833792.0,19.144838983756767,334,995,Gujarat
BARDOLI,BARDOLI,Prabhubhai Nagarbhai Vasava,Lok Sabha,1,147000000.0,27468376.0,18.68597006802721,62,253,Gujarat
DAHOD,DAHOD,Jaswantsinh Sumanbhai Bhabhor,Lok Sabha,1,147000000.0,26431145.0,17.980370748299322,68,327,Gujarat
SURAT,SURAT,MUKESHKUMAR CHANDRAKAANT DALAL,Lok Sabha,1,147000000.0,26395724.0,17.956274829931974,92,128,Gujarat
BANASKANTHA,BANASKANTHA,GENIBEN NAGAJI THAKOR,Lok Sabha,1,147000000.0,26332572.0,17.913314285714286,41,127,Gujarat
PANCHMAHAL,PANCHMAHAL,RAJPALSINH MAHENDRASINH JADAV,Lok Sabha,1,147000000.0,26159198.0,17.795372789115646,89,372,Gujarat
JAMNAGAR,JAMNAGAR,Smt Poonamben Hematbhai Maadam,Lok Sabha,1,147000000.0,25917848.0,17.631189115646258,45,134,Gujarat
BHAVNAGAR,BHAVNAGAR,NIMUBEN JAYANTIBHAI BAMBHANIYA,Lok Sabha,1,147000000.0,25662379.0,17.45740068027211,28,34,Gujarat
AHMEDABAD WEST,AHMEDABAD WEST,DINESHBHAI MAKWANA,Lok Sabha,1,160434965.11,25122452.0,15.658963108680915,2,205,Gujarat
GANDHINAGAR,GANDHINAGAR,Shri Amit Shah,Lok Sabha,1,147000000.0,11529274.0,7.8430435374149665,22,96,Gujarat
TEHRI GARHWAL,TEHRI GARHWAL,Mala Rajya Laxmi Shah ,Lok Sabha,1,147000000.0,57285791.0,38.96992585034014,84,155,Uttarakhand
Sitting Rajya Sabha,Sitting Rajya Sabha,Shri Mahendra Bhatt (2024-30),Rajya Sabha,3,569873590.51,212879324.0,37.3555342000472,175,366,Uttarakhand
NAINITAL UDHAM SINGH NAG.,NAINITAL UDHAM SINGH NAG.,Ajay Bhatt,Lok Sabha,1,147000000.0,50626503.0,34.43979795918367,85,376,Uttarakhand
HARDWAR,HARDWAR,TRIVENDRA SINGH RAWAT,Lok Sabha,1,147000000.0,9309458.0,6.33296462585034,3,41,Uttarakhand
ALMORA,ALMORA,Ajay Tamta,Lok Sabha,1,147000000.0,4091663.0,2.783444217687075,3,139,Uttarakhand
GARHWAL,GARHWAL,ANIL BALUNI,Lok Sabha,1,147000000.0,2739441.0,1.8635653061224489,1,11,Uttarakhand
LAKSHADWEEP,LAKSHADWEEP,MUHAMMED HAMDULLAH SAYEED,Lok Sabha,1,153942460.41,39337535.0,25.553401508090133,2,26,Lakshadweep
NIZAMABAD,NIZAMABAD,Arvind Dharmapuri,Lok Sabha,1,281396355.11,158096817.0,56.182965461012714,476,440,Telangana
MAHABUBABAD,MAHABUBABAD,BALRAM NAIK PORIKA,Lok Sabha,1,147000000.0,72320239.0,49.197441496598636,238,121,Telangana
BHONGIR,BHONGIR,CHAMALA KIRAN KUMAR REDDY,Lok Sabha,1,147000000.0,62689273.0,42.64576394557823,417,71,Telangana
KARIMNAGAR,KARIMNAGAR,Sanjay Kumar Bandi,Lok Sabha,1,172775317.11,65663959.0,38.00540499554925,171,468,Telangana
NAGARKURNOOL,NAGARKURNOOL,DR.MALLU RAVI,Lok Sabha,1,147000000.0,47000729.0,31.973285034013603,143,84,Telangana
