workId,state,state_hi,district,district_hi,location,location_hi,category,category_hi,estimated_cost,status,status_hi,recommended_date,recommended_year,house,lsTerm,expected_beneficiaries,hasPayments,totalPaid,paymentCount,work_description,work_description_hi,mp_id,mp_name,mp_house,mp_constituency
1845,Andhra Pradesh,Andhra Pradesh,NANDYAL,NANDYAL,KURNOOL(DISTRICT COLLECTOR KURNOOL_IDA),KURNOOL(DISTRICT COLLECTOR KURNOOL_IDA),Normal/Others,Normal/Others,500000,Recommended,Recommended,2026-01-07T00:00:00.000Z,2026,Lok Sabha,18,0,False,0,0,"Construction of CC Road and Side Drainage from Thalari Sreenivasulu House to Karremma Gudi and Surrounding Streets at Uyyalawada Village, Orvakal Mandal, Kurnool District.","Construction of CC Road and Side Drainage from Thalari Sreenivasulu House to Karremma Gudi and Surrounding Streets at Uyyalawada Village, Orvakal Mandal, Kurnool District.",,DR BYREDDY SHABARI,,NANDYAL
1976,Andhra Pradesh,Andhra Pradesh,NANDYAL,NANDYAL,KURNOOL(DISTRICT COLLECTOR KURNOOL_IDA),KURNOOL(DISTRICT COLLECTOR KURNOOL_IDA),Normal/Others,Normal/Others,500000,Recommended,Recommended,2026-04-01T00:00:00.000Z,2026,Lok Sabha,18,0,False,0,0,"Construction of Cement Concrete (CC) Road from Thirupal Kallam to Karnakar Reddy Field at Chinna Kottala Village, Habitation of Bastipadu, Kallur Mandal, Kurnool District.","Construction of Cement Concrete (CC) Road from Thirupal Kallam to Karnakar Reddy Field at Chinna Kottala Village, Habitation of Bastipadu, Kallur Mandal, Kurnool District.",,DR BYREDDY SHABARI,,NANDYAL
1359,Andhra Pradesh,Andhra Pradesh,TIRUPATI,TIRUPATI,Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA),Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA),Normal/Others,Normal/Others,450000,Recommended,Recommended,2025-06-16T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,Providing internal CC Road from Rayachoti Acthamma House to Pasupuleti Venkata Subbamma house at Vadde Colony of H.Kothapalli GP of Rajampet Mandal.,Providing internal CC Road from Rayachoti Acthamma House to Pasupuleti Venkata Subbamma house at Vadde Colony of H.Kothapalli GP of Rajampet Mandal.,,Maddila Gurumoorthy,,TIRUPATI
1740,Andhra Pradesh,Andhra Pradesh,RAJAMPET,RAJAMPET,"EAST GODAVARI(DISTRICT COLLECTOR, EAST GODAVARI)","EAST GODAVARI(DISTRICT COLLECTOR, EAST GODAVARI)",Normal/Others,Normal/Others,2000000,Recommended,Recommended,2025-10-31T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,"Development Works to Existing Community Building Near Ayyappa Swamy Temple, Tyagaraj Nagar, Gowtham Ghat, Rajamundry Municipality","Development Works to Existing Community Building Near Ayyappa Swamy Temple, Tyagaraj Nagar, Gowtham Ghat, Rajamundry Municipality",,Midhun Reddy,,RAJAMPET
1412,Andhra Pradesh,Andhra Pradesh,TIRUPATI,TIRUPATI,Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA),Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA),Normal/Others,Normal/Others,420000,Recommended,Recommended,2025-06-28T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,Providing water supply to SV Puram (Near Toll plaza) Ho SV Puram GP in Vadamalapeta Mandal.,Providing water supply to SV Puram (Near Toll plaza) Ho SV Puram GP in Vadamalapeta Mandal.,,Maddila Gurumoorthy,,TIRUPATI
993,Andhra Pradesh,Andhra Pradesh,NANDYAL,NANDYAL,KURNOOL(DISTRICT COLLECTOR KURNOOL_IDA),KURNOOL(DISTRICT COLLECTOR KURNOOL_IDA),Normal/Others,Normal/Others,500000,Recommended,Recommended,2024-12-26T00:00:00.000Z,2024,Lok Sabha,18,0,False,0,0,"4. Development of CC Road from Chakali Anjaneyudu House to Pinjari Moulali House in Chinnatekur Village, Kallur Mandal
Enhancing intra-village connectivity and improving access for local residents, promoting ease of travel","4. Development of CC Road from Chakali Anjaneyudu House to Pinjari Moulali House in Chinnatekur Village, Kallur Mandal
Enhancing intra-village connectivity and improving access for local residents, promoting ease of travel",,DR BYREDDY SHABARI,,NANDYAL
1923,Andhra Pradesh,Andhra Pradesh,RAJAMPET,RAJAMPET,Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA),Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA),Normal/Others,Normal/Others,300000,Recommended,Recommended,2026-02-28T00:00:00.000Z,2026,Lok Sabha,18,0,False,0,0,"Providing RO Water Plant  in Ponnavolu Village, P.Kothapalli G.P","Providing RO Water Plant  in Ponnavolu Village, P.Kothapalli G.P",,Midhun Reddy,,RAJAMPET
264906,Andaman And Nicobar Islands,Andaman And Nicobar Islands,ANDAMAN AND NICOBAR ISLANDS,ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN(Implementing District Authority(N&MA)),NORTH AND MIDDLE ANDAMAN(Implementing District Authority(N&MA)),Normal/Others,Normal/Others,5203000,Recommended,Recommended,2026-02-02T00:00:00.000Z,2026,Lok Sabha,18,0,False,0,0,Construction of 04 class rooms and 02 toilet blocks (Pre fabricated model - Tata steel model) for VKV ZP at Kishorinagar Diglipur Tehsil,Construction of 04 class rooms and 02 toilet blocks (Pre fabricated model - Tata steel model) for VKV ZP at Kishorinagar Diglipur Tehsil,,BISHNU PADA RAY,,ANDAMAN AND NICOBAR ISLANDS
1403,Andhra Pradesh,Andhra Pradesh,ANAKAPALLE,ANAKAPALLE,Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA),Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA),Normal/Others,Normal/Others,998255,Recommended,Recommended,2025-06-27T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,"Providing of RCC Drain near apartment (RTPP Main road), in Potladurthy village of Yerraguntla Mandal.","Providing of RCC Drain near apartment (RTPP Main road), in Potladurthy village of Yerraguntla Mandal.",,C.M.RAMESH,,ANAKAPALLE
304502,Andaman And Nicobar Islands,Andaman And Nicobar Islands,ANDAMAN AND NICOBAR ISLANDS,ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS(Implementing District Authority(SA)),SOUTH ANDAMANS(Implementing District Authority(SA)),Normal/Others,Normal/Others,1475787,Recommended,Recommended,2026-08-17T00:00:00.000Z,2026,Lok Sabha,18,0,False,0,0,"Con.of Kitchen shed and store room in premises of community hall at Mathura, Brindabhan","Con.of Kitchen shed and store room in premises of community hall at Mathura, Brindabhan",,BISHNU PADA RAY,,ANDAMAN AND NICOBAR ISLANDS
1717,Andhra Pradesh,Andhra Pradesh,AMALAPURAM,AMALAPURAM,Kakinada(DISTRICT COLLECTOR KAKINADA_IDA),Kakinada(DISTRICT COLLECTOR KAKINADA_IDA),Normal/Others,Normal/Others,123000,Recommended,Recommended,2025-10-19T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,PROVIDING ELECTRICAL POLES AND POWER CONNECTION TO REGI BHADAVA HABITATION IN KUYYERU VILLAGE OF KAJULURU MANDAL,PROVIDING ELECTRICAL POLES AND POWER CONNECTION TO REGI BHADAVA HABITATION IN KUYYERU VILLAGE OF KAJULURU MANDAL,,GM Harish Balayogi,,AMALAPURAM
1430,Andhra Pradesh,Andhra Pradesh,RAJAMPET,RAJAMPET,Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA),Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA),Normal/Others,Normal/Others,498015,Recommended,Recommended,2025-07-06T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,Formation of Road Takkalo R and B Road to Burial Grounds in Tokkolu Village and GP,Formation of Road Takkalo R and B Road to Burial Grounds in Tokkolu Village and GP,,Midhun Reddy,,RAJAMPET
909,Andhra Pradesh,Andhra Pradesh,TIRUPATI,TIRUPATI,Sri Potti Sriramulu Nellore(DISTRICT COLLECTOR NELLORE_IDA),Sri Potti Sriramulu Nellore(DISTRICT COLLECTOR NELLORE_IDA),Normal/Others,Normal/Others,1483285,Recommended,Recommended,2024-11-12T00:00:00.000Z,2024,Lok Sabha,18,0,False,0,0,Construction of 1000 mm dia 4 Row RCC pipe Culvert in Km 0/0 to 0/2 in Approach Road to Iskapalli in Griddalur GP of Sydapuram Mandal.,Construction of 1000 mm dia 4 Row RCC pipe Culvert in Km 0/0 to 0/2 in Approach Road to Iskapalli in Griddalur GP of Sydapuram Mandal.,,Maddila Gurumoorthy,,TIRUPATI
1826,Andhra Pradesh,Andhra Pradesh,ONGOLE,ONGOLE,Sri Potti Sriramulu Nellore(DISTRICT COLLECTOR NELLORE_IDA),Sri Potti Sriramulu Nellore(DISTRICT COLLECTOR NELLORE_IDA),Normal/Others,Normal/Others,500000,Recommended,Recommended,2025-12-18T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,Construction of Internal C.C.Road near Gangamma Temple in Gandipalem village of Udayagiri Mandal,Construction of Internal C.C.Road near Gangamma Temple in Gandipalem village of Udayagiri Mandal,,Magunta Sreenivasulu Reddy,,ONGOLE
260540,Andaman And Nicobar Islands,Andaman And Nicobar Islands,ANDAMAN AND NICOBAR ISLANDS,ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS(Implementing District Authority(SA)),SOUTH ANDAMANS(Implementing District Authority(SA)),Normal/Others,Normal/Others,2500000,Recommended,Recommended,2026-01-20T00:00:00.000Z,2026,Lok Sabha,18,0,False,0,0,"Extension of CC Road from newly constructed CC road Satsang Centre towards Shri Kanak Shil House for a length of 120 mtrs at Gonvind Nagar, Swaraj Dweep","Extension of CC Road from newly constructed CC road Satsang Centre towards Shri Kanak Shil House for a length of 120 mtrs at Gonvind Nagar, Swaraj Dweep",,BISHNU PADA RAY,,ANDAMAN AND NICOBAR ISLANDS
1890,Andhra Pradesh,Andhra Pradesh,RAJAMPET,RAJAMPET,Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA),Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA),Normal/Others,Normal/Others,500000,Recommended,Recommended,2026-02-11T00:00:00.000Z,2026,Lok Sabha,18,0,False,0,0,Internal CC Road at Matherimitta HW  in Matherimitta G.P,Internal CC Road at Matherimitta HW  in Matherimitta G.P,,Midhun Reddy,,RAJAMPET
1251,Andhra Pradesh,Andhra Pradesh,VIZIANAGARAM,VIZIANAGARAM,Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA),Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA),Normal/Others,Normal/Others,500000,Recommended,Recommended,2025-04-19T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,"Providing R.O. Water Plant at Yadavakunta Village,Gotur Panchayat,Thondur Mandal in YSR Cuddpah District","Providing R.O. Water Plant at Yadavakunta Village,Gotur Panchayat,Thondur Mandal in YSR Cuddpah District",,Appalanaidu Kalisetti,,VIZIANAGARAM
1964,Andhra Pradesh,Andhra Pradesh,NANDYAL,NANDYAL,KURNOOL(DISTRICT COLLECTOR KURNOOL_IDA),KURNOOL(DISTRICT COLLECTOR KURNOOL_IDA),Normal/Others,Normal/Others,500000,Recommended,Recommended,2026-03-23T00:00:00.000Z,2026,Lok Sabha,18,0,False,0,0,"Providing Cement Concrete (CC) Road from Church to Venkateswarlu House and Other Internal Streets in Guttapadu Village, Orvakal Mandal, Kurnool District","Providing Cement Concrete (CC) Road from Church to Venkateswarlu House and Other Internal Streets in Guttapadu Village, Orvakal Mandal, Kurnool District",,DR BYREDDY SHABARI,,NANDYAL
228040,Andaman And Nicobar Islands,Andaman And Nicobar Islands,ANDAMAN AND NICOBAR ISLANDS,ANDAMAN AND NICOBAR ISLANDS,NICOBARS(DEPUTY COMMISSIONER NICOBAR_IDA),NICOBARS(DEPUTY COMMISSIONER NICOBAR_IDA),Normal/Others,Normal/Others,3200000,Recommended,Recommended,2025-08-21T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,Purchase and supply of 5 KL Septic tank suction truck for cleaning of septic tanks of Tribals in Car Nicobar,Purchase and supply of 5 KL Septic tank suction truck for cleaning of septic tanks of Tribals in Car Nicobar,,BISHNU PADA RAY,,ANDAMAN AND NICOBAR ISLANDS
2090,Andhra Pradesh,Andhra Pradesh,ARAKU,ARAKU,Anakapalli(DISTRICT COLLECTOR ANAKAPALLI_IDA),Anakapalli(DISTRICT COLLECTOR ANAKAPALLI_IDA),Normal/Others,Normal/Others,300000,Recommended,Recommended,2026-06-23T00:00:00.000Z,2026,Lok Sabha,18,0,False,0,0,Providing drinking water facility bore wells 3 at vaddadi village of Butchayyapeta mnadal AKP dt as follows 1 Ravada vari kallalu 2 Pappala vari kallalu 3 Jagan Anna layout,Providing drinking water facility bore wells 3 at vaddadi village of Butchayyapeta mnadal AKP dt as follows 1 Ravada vari kallalu 2 Pappala vari kallalu 3 Jagan Anna layout,,Gumma Thanuja Rani,,ARAKU
298461,Andaman And Nicobar Islands,Andaman And Nicobar Islands,ANDAMAN AND NICOBAR ISLANDS,ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS(Implementing District Authority(SA)),SOUTH ANDAMANS(Implementing District Authority(SA)),Normal/Others,Normal/Others,2788442,Recommended,Recommended,2026-07-24T00:00:00.000Z,2026,Lok Sabha,18,0,False,0,0,Development of Playground with side drain and CC motorable road at Brichgunj,Development of Playground with side drain and CC motorable road at Brichgunj,,BISHNU PADA RAY,,ANDAMAN AND NICOBAR ISLANDS
1410,Andhra Pradesh,Andhra Pradesh,TIRUPATI,TIRUPATI,Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA),Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA),Normal/Others,Normal/Others,300000,Recommended,Recommended,2025-06-28T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,Providing Internal CC Road from Obulapu Lakshmi Narasamma House to Meda Venu Gopal Reddy House at Medavaripalli of H. Kothapalli GP of Rajampet Mandal.,Providing Internal CC Road from Obulapu Lakshmi Narasamma House to Meda Venu Gopal Reddy House at Medavaripalli of H. Kothapalli GP of Rajampet Mandal.,,Maddila Gurumoorthy,,TIRUPATI
243454,Andaman And Nicobar Islands,Andaman And Nicobar Islands,ANDAMAN AND NICOBAR ISLANDS,ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS(Implementing District Authority(SA)),SOUTH ANDAMANS(Implementing District Authority(SA)),Normal/Others,Normal/Others,2592551,Recommended,Recommended,2025-10-23T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,"CC footpath, drainage and hand railing with protection wall from existing footpath towards mahinder Munda house at W.No.1, Calicut.","CC footpath, drainage and hand railing with protection wall from existing footpath towards mahinder Munda house at W.No.1, Calicut.",,BISHNU PADA RAY,,ANDAMAN AND NICOBAR ISLANDS
1428,Andhra Pradesh,Andhra Pradesh,RAJAMPET,RAJAMPET,Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA),Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA),Normal/Others,Normal/Others,90000,Recommended,Recommended,2025-07-06T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,"Providing Try Motorised Battery Scooter to R Sahadeva Reddy, Koolivandlapalli Village Jangamvandlapalli GP  Mob 9000859785","Providing Try Motorised Battery Scooter to R Sahadeva Reddy, Koolivandlapalli Village Jangamvandlapalli GP  Mob 9000859785",,Midhun Reddy,,RAJAMPET
896,Andhra Pradesh,Andhra Pradesh,MACHILIPATNAM,MACHILIPATNAM,"EAST GODAVARI(DISTRICT COLLECTOR, EAST GODAVARI)","EAST GODAVARI(DISTRICT COLLECTOR, EAST GODAVARI)",Normal/Others,Normal/Others,250000,Recommended,Recommended,2024-10-28T00:00:00.000Z,2024,Lok Sabha,18,0,False,0,0,"Installing community drinking water plant at Fransalian Vidyajyothi hostel, Nidadavolue, West Godavari District","Installing community drinking water plant at Fransalian Vidyajyothi hostel, Nidadavolue, West Godavari District",,Balashowry Vallabbhaneni,,MACHILIPATNAM
1546,Andhra Pradesh,Andhra Pradesh,NANDYAL,NANDYAL,KURNOOL(DISTRICT COLLECTOR KURNOOL_IDA),KURNOOL(DISTRICT COLLECTOR KURNOOL_IDA),Normal/Others,Normal/Others,1500000,Recommended,Recommended,2025-08-28T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,"The proposed work involves the laying of Cement Concrete (CC) road in Parthasarathi Nagar,Ward No. 21 under Kurnool Municipal Corporation limits. The road construction will be carried out From Electric Pole No PSN-I-4-1 to Door No 87-324-1-A andFrom IMA Bhavan to Door No. 86-324-19","The proposed work involves the laying of Cement Concrete (CC) road in Parthasarathi Nagar,Ward No. 21 under Kurnool Municipal Corporation limits. The road construction will be carried out From Electric Pole No PSN-I-4-1 to Door No 87-324-1-A andFrom IMA Bhavan to Door No. 86-324-19",,DR BYREDDY SHABARI,,NANDYAL
1458,Andhra Pradesh,Andhra Pradesh,ANANTAPUR,ANANTAPUR,Sri Sathya Sai(DISTRICT COLLECTOR SRI SATHYA SAI_IDA),Sri Sathya Sai(DISTRICT COLLECTOR SRI SATHYA SAI_IDA),Normal/Others,Normal/Others,2462396,Recommended,Recommended,2025-07-23T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,"Constuction of Compound wall to Community hall at 19th ward, Hindupur","Constuction of Compound wall to Community hall at 19th ward, Hindupur",,AMBICA G LAKSHMINARAYANA VALMIKI,,ANANTAPUR
901,Andhra Pradesh,Andhra Pradesh,TIRUPATI,TIRUPATI,Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA),Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA),Normal/Others,Normal/Others,400000,Recommended,Recommended,2024-11-02T00:00:00.000Z,2024,Lok Sabha,18,0,False,0,0,Construction of CC road from Narasimha swami temple to Botimidapalli to Yeguvareddypalli (V) in Pullampeta Mandal,Construction of CC road from Narasimha swami temple to Botimidapalli to Yeguvareddypalli (V) in Pullampeta Mandal,,Maddila Gurumoorthy,,TIRUPATI
1738,Andhra Pradesh,Andhra Pradesh,RAJAMPET,RAJAMPET,Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA),Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA),Normal/Others,Normal/Others,498000,Recommended,Recommended,2025-10-31T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,"Construction of CC Drain from Ayyappa Shop to Koneru, KVB Puram GP","Construction of CC Drain from Ayyappa Shop to Koneru, KVB Puram GP",,Midhun Reddy,,RAJAMPET
260511,Andaman And Nicobar Islands,Andaman And Nicobar Islands,ANDAMAN AND NICOBAR ISLANDS,ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS(Implementing District Authority(SA)),SOUTH ANDAMANS(Implementing District Authority(SA)),Normal/Others,Normal/Others,800000,Recommended,Recommended,2026-01-20T00:00:00.000Z,2026,Lok Sabha,18,0,False,0,0,Concrete drain with covering slab connecting from existing municipal drain with boundary wall for 20 mtrs length at Junglighat back side Anand Marg School,Concrete drain with covering slab connecting from existing municipal drain with boundary wall for 20 mtrs length at Junglighat back side Anand Marg School,,BISHNU PADA RAY,,ANDAMAN AND NICOBAR ISLANDS
1799,Andhra Pradesh,Andhra Pradesh,ELURU,ELURU,Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA),Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA),Normal/Others,Normal/Others,2500000,Recommended,Recommended,2025-12-08T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,Providing Amenities to existing multipurpose hall near old RIMS in Kadapa Municipal Corporation,Providing Amenities to existing multipurpose hall near old RIMS in Kadapa Municipal Corporation,,Putta Mahesh Kumar,,ELURU
961,Andhra Pradesh,Andhra Pradesh,NANDYAL,NANDYAL,KURNOOL(DISTRICT COLLECTOR KURNOOL_IDA),KURNOOL(DISTRICT COLLECTOR KURNOOL_IDA),Normal/Others,Normal/Others,500000,Recommended,Recommended,2024-12-14T00:00:00.000Z,2024,Lok Sabha,18,0,False,0,0,"Establishment of a mineral water plant in Thippayapalli village, Orvakal Mandal, to provide safe and clean drinking water. The project involves installing purification systems, conducting quality checks, and generating local employment, ensuring improved public health and sustainable water access for the community.","Establishment of a mineral water plant in Thippayapalli village, Orvakal Mandal, to provide safe and clean drinking water. The project involves installing purification systems, conducting quality checks, and generating local employment, ensuring improved public health and sustainable water access for the community.",,DR BYREDDY SHABARI,,NANDYAL
1843,Andhra Pradesh,Andhra Pradesh,NANDYAL,NANDYAL,KURNOOL(DISTRICT COLLECTOR KURNOOL_IDA),KURNOOL(DISTRICT COLLECTOR KURNOOL_IDA),Normal/Others,Normal/Others,500000,Recommended,Recommended,2026-01-07T00:00:00.000Z,2026,Lok Sabha,18,0,False,0,0,"Providing CC Road and Side Drainage from Ameermiah House to Kundu Vagu and Internal Streets at Uyyalawada Village, Orvakal Mandal, Kurnool District.","Providing CC Road and Side Drainage from Ameermiah House to Kundu Vagu and Internal Streets at Uyyalawada Village, Orvakal Mandal, Kurnool District.",,DR BYREDDY SHABARI,,NANDYAL
224538,Andaman And Nicobar Islands,Andaman And Nicobar Islands,ANDAMAN AND NICOBAR ISLANDS,ANDAMAN AND NICOBAR ISLANDS,NICOBARS(DEPUTY COMMISSIONER NICOBAR_IDA),NICOBARS(DEPUTY COMMISSIONER NICOBAR_IDA),Normal/Others,Normal/Others,2980219,Recommended,Recommended,2025-08-03T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,Purchase of water tanker (12 or 09 KL capacity for distribution of water to the Tribal people in Car Nicobar,Purchase of water tanker (12 or 09 KL capacity for distribution of water to the Tribal people in Car Nicobar,,BISHNU PADA RAY,,ANDAMAN AND NICOBAR ISLANDS
1847,Andhra Pradesh,Andhra Pradesh,NANDYAL,NANDYAL,"EAST GODAVARI(DISTRICT COLLECTOR, EAST GODAVARI)","EAST GODAVARI(DISTRICT COLLECTOR, EAST GODAVARI)",Normal/Others,Normal/Others,300000,Recommended,Recommended,2026-01-09T00:00:00.000Z,2026,Lok Sabha,18,0,False,0,0,"Providing and installation of 500 LPH capacity Water Purification Plant with necessary accessories at S C P B Zilla Parishad High School, Melluru Village, Biccavolu Mandal.","Providing and installation of 500 LPH capacity Water Purification Plant with necessary accessories at S C P B Zilla Parishad High School, Melluru Village, Biccavolu Mandal.",,DR BYREDDY SHABARI,,NANDYAL
1184,Andhra Pradesh,Andhra Pradesh,ARAKU,ARAKU,"EAST GODAVARI(DISTRICT COLLECTOR, EAST GODAVARI)","EAST GODAVARI(DISTRICT COLLECTOR, EAST GODAVARI)",Normal/Others,Normal/Others,500000,Recommended,Recommended,2025-03-24T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,construction of cc drains,construction of cc drains,,Gumma Thanuja Rani,,ARAKU
1921,Andhra Pradesh,Andhra Pradesh,RAJAMPET,RAJAMPET,Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA),Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA),Normal/Others,Normal/Others,500000,Recommended,Recommended,2026-02-28T00:00:00.000Z,2026,Lok Sabha,18,0,False,0,0,"Formation of Road from LP No. 142 to Seethapuram HW in Pichiguntapalli Village, Rachagudipalli GP","Formation of Road from LP No. 142 to Seethapuram HW in Pichiguntapalli Village, Rachagudipalli GP",,Midhun Reddy,,RAJAMPET
260542,Andaman And Nicobar Islands,Andaman And Nicobar Islands,ANDAMAN AND NICOBAR ISLANDS,ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS(Implementing District Authority(SA)),SOUTH ANDAMANS(Implementing District Authority(SA)),Normal/Others,Normal/Others,999817,Recommended,Recommended,2026-01-20T00:00:00.000Z,2026,Lok Sabha,18,0,False,0,0,Installation of Open Air gym equipment at Chidambaram Park Hut Bay,Installation of Open Air gym equipment at Chidambaram Park Hut Bay,,BISHNU PADA RAY,,ANDAMAN AND NICOBAR ISLANDS
1952,Andhra Pradesh,Andhra Pradesh,ARAKU,ARAKU,Sri Potti Sriramulu Nellore(DISTRICT COLLECTOR NELLORE_IDA),Sri Potti Sriramulu Nellore(DISTRICT COLLECTOR NELLORE_IDA),Normal/Others,Normal/Others,500000,Recommended,Recommended,2026-03-10T00:00:00.000Z,2026,Lok Sabha,18,0,False,0,0,Providing CC Road from Sachivalayam to Dr Babu Rao Hospital in North Rajupalem of Kodavalur Mandal SPSR Nellore district,Providing CC Road from Sachivalayam to Dr Babu Rao Hospital in North Rajupalem of Kodavalur Mandal SPSR Nellore district,,Gumma Thanuja Rani,,ARAKU
1301,Andhra Pradesh,Andhra Pradesh,HINDUPUR,HINDUPUR,Ananthapuramu(DISTRICT COLLECTOR ANANTAPUR_IDA),Ananthapuramu(DISTRICT COLLECTOR ANANTAPUR_IDA),Normal/Others,Normal/Others,1500000,Recommended,Recommended,2025-05-12T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,"Construction of a community hall at the district police office premises, Ananthapuram","Construction of a community hall at the district police office premises, Ananthapuram",,B K PARTHASARATHI,,HINDUPUR
1970,Andhra Pradesh,Andhra Pradesh,NANDYAL,NANDYAL,KURNOOL(DISTRICT COLLECTOR KURNOOL_IDA),KURNOOL(DISTRICT COLLECTOR KURNOOL_IDA),Normal/Others,Normal/Others,500000,Recommended,Recommended,2026-03-24T00:00:00.000Z,2026,Lok Sabha,18,0,False,0,0,"Providing and Laying Cement Concrete (CC) Roads from Ramudu House to Vandanala House and Internal Streets in Byreddy Nagar, Orvakal Village, Orvakal Mandal, Kurnool District.","Providing and Laying Cement Concrete (CC) Roads from Ramudu House to Vandanala House and Internal Streets in Byreddy Nagar, Orvakal Village, Orvakal Mandal, Kurnool District.",,DR BYREDDY SHABARI,,NANDYAL
187484,Andaman And Nicobar Islands,Andaman And Nicobar Islands,ANDAMAN AND NICOBAR ISLANDS,ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN(Implementing District Authority(N&MA)),NORTH AND MIDDLE ANDAMAN(Implementing District Authority(N&MA)),Normal/Others,Normal/Others,2899877,Recommended,Recommended,2025-03-28T00:00:00.000Z,2025,Lok Sabha,18,0,True,1350689,1,"Construction of Open Community Hall near Airport junction at Shibpur Ward No.3, Shipbur GP, Diglipur Tehsil","Construction of Open Community Hall near Airport junction at Shibpur Ward No.3, Shipbur GP, Diglipur Tehsil",,BISHNU PADA RAY,,ANDAMAN AND NICOBAR ISLANDS
1981,Andhra Pradesh,Andhra Pradesh,NANDYAL,NANDYAL,KURNOOL(DISTRICT COLLECTOR KURNOOL_IDA),KURNOOL(DISTRICT COLLECTOR KURNOOL_IDA),Normal/Others,Normal/Others,200000,Recommended,Recommended,2026-04-10T00:00:00.000Z,2026,Lok Sabha,18,0,False,0,0,"Providing and Drilling of 165 mm Dia Bore Well at Mangali Park, Ward No. 30, Kalluru Village, Kalluru Mandal","Providing and Drilling of 165 mm Dia Bore Well at Mangali Park, Ward No. 30, Kalluru Village, Kalluru Mandal",,DR BYREDDY SHABARI,,NANDYAL
1361,Andhra Pradesh,Andhra Pradesh,TIRUPATI,TIRUPATI,Nandyal(DISTRICT COLLECTOR NANDYAL_IDA),Nandyal(DISTRICT COLLECTOR NANDYAL_IDA),Normal/Others,Normal/Others,499771,Recommended,Recommended,2025-06-16T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,"Construction of CC Road from Bhuma Ramalinga Reddy house to Bhuma Siva Reddy house of W.Kothapalli village in Dornipadu Mandal, Nanyala District.","Construction of CC Road from Bhuma Ramalinga Reddy house to Bhuma Siva Reddy house of W.Kothapalli village in Dornipadu Mandal, Nanyala District.",,Maddila Gurumoorthy,,TIRUPATI
